ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
DCA,"Washington, DC",STL,"St. Louis, MO"
DCA,"Washington, DC",CMH,"Columbus, OH"
DCA,"Washington, DC",OMA,"Omaha, NE"
DCA,"Washington, DC",TPA,"Tampa, FL"
DCA,"Washington, DC",JAX,"Jacksonville, FL"
DCA,"Washington, DC",GSP,"Greer, SC"
DCA,"Washington, DC",MKE,"Milwaukee, WI"
DCA,"Washington, DC",DAL,"Dallas, TX"
DCA,"Washington, DC",HOU,"Houston, TX"
DCA,"Washington, DC",PVD,"Providence, RI"
DCA,"Washington, DC",MSY,"New Orleans, LA"
DCA,"Washington, DC",BNA,"Nashville, TN"
DCA,"Washington, DC",ATL,"Atlanta, GA"
DCA,"Washington, DC",FLL,"Fort Lauderdale, FL"
DCA,"Washington, DC",AUS,"Austin, TX"
DCA,"Washington, DC",MDW,"Chicago, IL"
DCA,"Washington, DC",MCI,"Kansas City, MO"
DCA,"Washington, DC",MCO,"Orlando, FL"
DCA,"Washington, DC",DAL,"Dallas, TX"
DCA,"Washington, DC",MSY,"New Orleans, LA"
DCA,"Washington, DC",BNA,"Nashville, TN"
DCA,"Washington, DC",AUS,"Austin, TX"
DCA,"Washington, DC",OKC,"Oklahoma City, OK"
DCA,"Washington, DC",STL,"St. Louis, MO"
DCA,"Washington, DC",ORD,"Chicago, IL"
DCA,"Washington, DC",IAH,"Houston, TX"
DCA,"Washington, DC",OMA,"Omaha, NE"
DCA,"Washington, DC",DEN,"Denver, CO"
DCA,"Washington, DC",SFO,"San Francisco, CA"
DCA,"Washington, DC",ORD,"Chicago, IL"
DCA,"Washington, DC",IAH,"Houston, TX"
DCA,"Washington, DC",ORD,"Chicago, IL"
DCA,"Washington, DC",IAH,"Houston, TX"
DCA,"Washington, DC",DEN,"Denver, CO"
DCA,"Washington, DC",ORD,"Chicago, IL"
DCA,"Washington, DC",IAH,"Houston, TX"
DCA,"Washington, DC",DEN,"Denver, CO"
DCA,"Washington, DC",DTW,"Detroit, MI"
DCA,"Washington, DC",CVG,"Cincinnati, OH"
DCA,"Washington, DC",BUF,"Buffalo, NY"
DCA,"Washington, DC",VPS,"Valparaiso, FL"
DCA,"Washington, DC",ORD,"Chicago, IL"
DCA,"Washington, DC",STL,"St. Louis, MO"
DCA,"Washington, DC",CMH,"Columbus, OH"
DCA,"Washington, DC",EWR,"Newark, NJ"
DCA,"Washington, DC",CAE,"Columbia, SC"
DCA,"Washington, DC",GSO,"Greensboro/High Point, NC"
DCA,"Washington, DC",OMA,"Omaha, NE"
DCA,"Washington, DC",EYW,"Key West, FL"
DCA,"Washington, DC",AVL,"Asheville, NC"
DCA,"Washington, DC",JAX,"Jacksonville, FL"
DCA,"Washington, DC",ECP,"Panama City, FL"
DCA,"Washington, DC",SYR,"Syracuse, NY"
DCA,"Washington, DC",MSP,"Minneapolis, MN"
DCA,"Washington, DC",MSN,"Madison, WI"
DCA,"Washington, DC",ORF,"Norfolk, VA"
DCA,"Washington, DC",MEM,"Memphis, TN"
DCA,"Washington, DC",IND,"Indianapolis, IN"
DCA,"Washington, DC",RDU,"Raleigh/Durham, NC"
DCA,"Washington, DC",PHL,"Philadelphia, PA"
DCA,"Washington, DC",PVD,"Providence, RI"
DCA,"Washington, DC",MSY,"New Orleans, LA"
DCA,"Washington, DC",PIT,"Pittsburgh, PA"
DCA,"Washington, DC",HHH,"Hilton Head, SC"
DCA,"Washington, DC",LEX,"Lexington, KY"
DCA,"Washington, DC",BDL,"Hartford, CT"
DCA,"Washington, DC",BNA,"Nashville, TN"
DCA,"Washington, DC",LGA,"New York, NY"
DCA,"Washington, DC",TUL,"Tulsa, OK"
DCA,"Washington, DC",TLH,"Tallahassee, FL"
DCA,"Washington, DC",ATL,"Atlanta, GA"
DCA,"Washington, DC",BOS,"Boston, MA"
DCA,"Washington, DC",SRQ,"Sarasota/Bradenton, FL"
DCA,"Washington, DC",MCI,"Kansas City, MO"
DCA,"Washington, DC",MGM,"Montgomery, AL"
DCA,"Washington, DC",JFK,"New York, NY"
DCA,"Washington, DC",RSW,"Fort Myers, FL"
DCA,"Washington, DC",BTV,"Burlington, VT"
DCA,"Washington, DC",CHS,"Charleston, SC"
DCA,"Washington, DC",MHT,"Manchester, NH"
DCA,"Washington, DC",PBI,"West Palm Beach/Palm Beach, FL"
DCA,"Washington, DC",ROC,"Rochester, NY"
DCA,"Washington, DC",SDF,"Louisville, KY"
DCA,"Washington, DC",DSM,"Des Moines, IA"
DCA,"Washington, DC",OKC,"Oklahoma City, OK"
DCA,"Washington, DC",PWM,"Portland, ME"
DCA,"Washington, DC",SAV,"Savannah, GA"
DCA,"Washington, DC",ILM,"Wilmington, NC"
DCA,"Washington, DC",HSV,"Huntsville, AL"
DCA,"Washington, DC",ORD,"Chicago, IL"
DCA,"Washington, DC",EWR,"Newark, NJ"
DCA,"Washington, DC",MIA,"Miami, FL"
DCA,"Washington, DC",TPA,"Tampa, FL"
DCA,"Washington, DC",FLL,"Fort Lauderdale, FL"
DCA,"Washington, DC",BOS,"Boston, MA"
DCA,"Washington, DC",SJU,"San Juan, PR"
DCA,"Washington, DC",RSW,"Fort Myers, FL"
DCA,"Washington, DC",MCO,"Orlando, FL"
DCA,"Washington, DC",PBI,"West Palm Beach/Palm Beach, FL"
DCA,"Washington, DC",BOS,"Boston, MA"
DCA,"Washington, DC",MIA,"Miami, FL"
DCA,"Washington, DC",MVY,"Martha's Vineyard, MA"
DCA,"Washington, DC",ACK,"Nantucket, MA"
DCA,"Washington, DC",FLL,"Fort Lauderdale, FL"
DCA,"Washington, DC",BOS,"Boston, MA"
DCA,"Washington, DC",RSW,"Fort Myers, FL"
DCA,"Washington, DC",MCO,"Orlando, FL"
DCA,"Washington, DC",PBI,"West Palm Beach/Palm Beach, FL"
DCA,"Washington, DC",ORD,"Chicago, IL"
DCA,"Washington, DC",IAH,"Houston, TX"
DCA,"Washington, DC",SLC,"Salt Lake City, UT"
DCA,"Washington, DC",SFO,"San Francisco, CA"
DCA,"Washington, DC",CLE,"Cleveland, OH"
DCA,"Washington, DC",DTW,"Detroit, MI"
DCA,"Washington, DC",CVG,"Cincinnati, OH"
DCA,"Washington, DC",BUF,"Buffalo, NY"
DCA,"Washington, DC",VPS,"Valparaiso, FL"
DCA,"Washington, DC",TYS,"Knoxville, TN"
DCA,"Washington, DC",CAE,"Columbia, SC"
DCA,"Washington, DC",GSO,"Greensboro/High Point, NC"
DCA,"Washington, DC",DAY,"Dayton, OH"
DCA,"Washington, DC",JAX,"Jacksonville, FL"
DCA,"Washington, DC",CRW,"Charleston/Dunbar, WV"
DCA,"Washington, DC",GSP,"Greer, SC"
DCA,"Washington, DC",ECP,"Panama City, FL"
DCA,"Washington, DC",SYR,"Syracuse, NY"
DCA,"Washington, DC",MSP,"Minneapolis, MN"
DCA,"Washington, DC",CLT,"Charlotte, NC"
DCA,"Washington, DC",ORF,"Norfolk, VA"
DCA,"Washington, DC",MEM,"Memphis, TN"
DCA,"Washington, DC",BHM,"Birmingham, AL"
DCA,"Washington, DC",PHL,"Philadelphia, PA"
DCA,"Washington, DC",PVD,"Providence, RI"
DCA,"Washington, DC",MSY,"New Orleans, LA"
DCA,"Washington, DC",BDL,"Hartford, CT"
DCA,"Washington, DC",BNA,"Nashville, TN"
DCA,"Washington, DC",TUL,"Tulsa, OK"
DCA,"Washington, DC",TLH,"Tallahassee, FL"
DCA,"Washington, DC",ATL,"Atlanta, GA"
DCA,"Washington, DC",BOS,"Boston, MA"
DCA,"Washington, DC",MGM,"Montgomery, AL"
DCA,"Washington, DC",PNS,"Pensacola, FL"
DCA,"Washington, DC",BGR,"Bangor, ME"
DCA,"Washington, DC",BTV,"Burlington, VT"
DCA,"Washington, DC",CHS,"Charleston, SC"
DCA,"Washington, DC",MHT,"Manchester, NH"
DCA,"Washington, DC",ROC,"Rochester, NY"
DCA,"Washington, DC",SDF,"Louisville, KY"
DCA,"Washington, DC",GRR,"Grand Rapids, MI"
DCA,"Washington, DC",PWM,"Portland, ME"
DCA,"Washington, DC",SAV,"Savannah, GA"
DCA,"Washington, DC",ALB,"Albany, NY"
DCA,"Washington, DC",ILM,"Wilmington, NC"
DCA,"Washington, DC",CHA,"Chattanooga, TN"
DCA,"Washington, DC",HSV,"Huntsville, AL"
DCA,"Washington, DC",CLE,"Cleveland, OH"
DCA,"Washington, DC",DTW,"Detroit, MI"
DCA,"Washington, DC",CVG,"Cincinnati, OH"
DCA,"Washington, DC",BUF,"Buffalo, NY"
DCA,"Washington, DC",STL,"St. Louis, MO"
DCA,"Washington, DC",TYS,"Knoxville, TN"
DCA,"Washington, DC",CMH,"Columbus, OH"
DCA,"Washington, DC",CAE,"Columbia, SC"
DCA,"Washington, DC",GSO,"Greensboro/High Point, NC"
DCA,"Washington, DC",DAY,"Dayton, OH"
DCA,"Washington, DC",CAK,"Akron, OH"
DCA,"Washington, DC",JAX,"Jacksonville, FL"
DCA,"Washington, DC",CRW,"Charleston/Dunbar, WV"
DCA,"Washington, DC",GSP,"Greer, SC"
DCA,"Washington, DC",SYR,"Syracuse, NY"
DCA,"Washington, DC",MSP,"Minneapolis, MN"
DCA,"Washington, DC",CLT,"Charlotte, NC"
DCA,"Washington, DC",MYR,"Myrtle Beach, SC"
DCA,"Washington, DC",ORF,"Norfolk, VA"
DCA,"Washington, DC",MEM,"Memphis, TN"
DCA,"Washington, DC",BHM,"Birmingham, AL"
DCA,"Washington, DC",RDU,"Raleigh/Durham, NC"
DCA,"Washington, DC",PHL,"Philadelphia, PA"
DCA,"Washington, DC",PVD,"Providence, RI"
DCA,"Washington, DC",MSY,"New Orleans, LA"
DCA,"Washington, DC",LAN,"Lansing, MI"
DCA,"Washington, DC",BDL,"Hartford, CT"
DCA,"Washington, DC",BNA,"Nashville, TN"
DCA,"Washington, DC",TUL,"Tulsa, OK"
DCA,"Washington, DC",TLH,"Tallahassee, FL"
DCA,"Washington, DC",ATL,"Atlanta, GA"
DCA,"Washington, DC",HPN,"White Plains, NY"
DCA,"Washington, DC",BOS,"Boston, MA"
DCA,"Washington, DC",MGM,"Montgomery, AL"
DCA,"Washington, DC",PNS,"Pensacola, FL"
DCA,"Washington, DC",BGR,"Bangor, ME"
DCA,"Washington, DC",BTV,"Burlington, VT"
DCA,"Washington, DC",CHS,"Charleston, SC"
DCA,"Washington, DC",MHT,"Manchester, NH"
DCA,"Washington, DC",ROC,"Rochester, NY"
DCA,"Washington, DC",SDF,"Louisville, KY"
DCA,"Washington, DC",DSM,"Des Moines, IA"
DCA,"Washington, DC",GRR,"Grand Rapids, MI"
DCA,"Washington, DC",PWM,"Portland, ME"
DCA,"Washington, DC",SAV,"Savannah, GA"
DCA,"Washington, DC",ALB,"Albany, NY"
DCA,"Washington, DC",ILM,"Wilmington, NC"
DCA,"Washington, DC",CHA,"Chattanooga, TN"
DCA,"Washington, DC",HSV,"Huntsville, AL"
DCA,"Washington, DC",JAN,"Jackson/Vicksburg, MS"
DCA,"Washington, DC",MIA,"Miami, FL"
DCA,"Washington, DC",ORD,"Chicago, IL"
DCA,"Washington, DC",DAY,"Dayton, OH"
DCA,"Washington, DC",TPA,"Tampa, FL"
DCA,"Washington, DC",CLT,"Charlotte, NC"
DCA,"Washington, DC",DFW,"Dallas/Fort Worth, TX"
DCA,"Washington, DC",RSW,"Fort Myers, FL"
DCA,"Washington, DC",MCO,"Orlando, FL"
DCA,"Washington, DC",PBI,"West Palm Beach/Palm Beach, FL"
DCA,"Washington, DC",MIA,"Miami, FL"
DCA,"Washington, DC",ORD,"Chicago, IL"
DCA,"Washington, DC",CLT,"Charlotte, NC"
DCA,"Washington, DC",MEM,"Memphis, TN"
DCA,"Washington, DC",RDU,"Raleigh/Durham, NC"
DCA,"Washington, DC",PHL,"Philadelphia, PA"
DCA,"Washington, DC",MSY,"New Orleans, LA"
DCA,"Washington, DC",DFW,"Dallas/Fort Worth, TX"
DCA,"Washington, DC",BDL,"Hartford, CT"
DCA,"Washington, DC",BNA,"Nashville, TN"
DCA,"Washington, DC",LGA,"New York, NY"
DCA,"Washington, DC",BOS,"Boston, MA"
DCA,"Washington, DC",SRQ,"Sarasota/Bradenton, FL"
DCA,"Washington, DC",CHS,"Charleston, SC"
DCA,"Washington, DC",PBI,"West Palm Beach/Palm Beach, FL"
DCA,"Washington, DC",SDF,"Louisville, KY"
DCA,"Washington, DC",ORD,"Chicago, IL"
DCA,"Washington, DC",TPA,"Tampa, FL"
DCA,"Washington, DC",CLT,"Charlotte, NC"
DCA,"Washington, DC",DFW,"Dallas/Fort Worth, TX"
DCA,"Washington, DC",LGA,"New York, NY"
DCA,"Washington, DC",BOS,"Boston, MA"
DCA,"Washington, DC",AUS,"Austin, TX"
DCA,"Washington, DC",MIA,"Miami, FL"
DCA,"Washington, DC",CLT,"Charlotte, NC"
DCA,"Washington, DC",DFW,"Dallas/Fort Worth, TX"
DCA,"Washington, DC",LGA,"New York, NY"
DCA,"Washington, DC",LAX,"Los Angeles, CA"
DCA,"Washington, DC",BOS,"Boston, MA"
DCA,"Washington, DC",PHX,"Phoenix, AZ"
DCA,"Washington, DC",MCO,"Orlando, FL"
DCA,"Washington, DC",OKC,"Oklahoma City, OK"
DCA,"Washington, DC",MIA,"Miami, FL"
DCA,"Washington, DC",TPA,"Tampa, FL"
DCA,"Washington, DC",LAS,"Las Vegas, NV"
DCA,"Washington, DC",LAX,"Los Angeles, CA"
DCA,"Washington, DC",PHX,"Phoenix, AZ"
DCA,"Washington, DC",CMH,"Columbus, OH"
DCA,"Washington, DC",HPN,"White Plains, NY"
DCA,"Washington, DC",MCI,"Kansas City, MO"
DCA,"Washington, DC",JFK,"New York, NY"
DCA,"Washington, DC",CVG,"Cincinnati, OH"
DCA,"Washington, DC",LSE,"La Crosse, WI"
DCA,"Washington, DC",MSN,"Madison, WI"
DCA,"Washington, DC",IND,"Indianapolis, IN"
DCA,"Washington, DC",LAF,"Lafayette, IN"
DCA,"Washington, DC",PBI,"West Palm Beach/Palm Beach, FL"
DCA,"Washington, DC",FSD,"Sioux Falls, SD"
DCA,"Washington, DC",FWA,"Fort Wayne, IN"
DCA,"Washington, DC",DTW,"Detroit, MI"
DCA,"Washington, DC",CVG,"Cincinnati, OH"
DCA,"Washington, DC",ORD,"Chicago, IL"
DCA,"Washington, DC",CMH,"Columbus, OH"
DCA,"Washington, DC",AGS,"Augusta, GA"
DCA,"Washington, DC",MSY,"New Orleans, LA"
DCA,"Washington, DC",ATL,"Atlanta, GA"
DCA,"Washington, DC",MCI,"Kansas City, MO"
DCA,"Washington, DC",ROC,"Rochester, NY"
DCA,"Washington, DC",PWM,"Portland, ME"
DCA,"Washington, DC",XNA,"Fayetteville, AR"
DCA,"Washington, DC",LIT,"Little Rock, AR"
DCA,"Washington, DC",ALB,"Albany, NY"
DCA,"Washington, DC",CHA,"Chattanooga, TN"
DCA,"Washington, DC",IAH,"Houston, TX"
DCA,"Washington, DC",MSY,"New Orleans, LA"
DCK,"Dahl Creek, AK",ANC,"Anchorage, AK"
DCK,"Dahl Creek, AK",FAI,"Fairbanks, AK"
DCK,"Dahl Creek, AK",CXF,"Coldfoot, AK"
DDC,"Dodge City, KS",DEN,"Denver, CO"
DDC,"Dodge City, KS",LBL,"Liberal, KS"
DEC,"Decatur, IL",ORD,"Chicago, IL"
DEC,"Decatur, IL",TBN,"Fort Leonard Wood, MO"
DEC,"Decatur, IL",SGF,"Springfield, MO"
DEN,"Denver, CO",SAT,"San Antonio, TX"
DEN,"Denver, CO",BED,"Bedford, MA"
DEN,"Denver, CO",CVG,"Cincinnati, OH"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",MSP,"Minneapolis, MN"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",LGA,"New York, NY"
DEN,"Denver, CO",JFK,"New York, NY"
DEN,"Denver, CO",MSP,"Minneapolis, MN"
DEN,"Denver, CO",ATL,"Atlanta, GA"
DEN,"Denver, CO",JFK,"New York, NY"
DEN,"Denver, CO",ATL,"Atlanta, GA"
DEN,"Denver, CO",JFK,"New York, NY"
DEN,"Denver, CO",DTW,"Detroit, MI"
DEN,"Denver, CO",CVG,"Cincinnati, OH"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",MSP,"Minneapolis, MN"
DEN,"Denver, CO",ATL,"Atlanta, GA"
DEN,"Denver, CO",JFK,"New York, NY"
DEN,"Denver, CO",MSP,"Minneapolis, MN"
DEN,"Denver, CO",MSP,"Minneapolis, MN"
DEN,"Denver, CO",DTW,"Detroit, MI"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",MSP,"Minneapolis, MN"
DEN,"Denver, CO",ATL,"Atlanta, GA"
DEN,"Denver, CO",JFK,"New York, NY"
DEN,"Denver, CO",ATL,"Atlanta, GA"
DEN,"Denver, CO",ATL,"Atlanta, GA"
DEN,"Denver, CO",JFK,"New York, NY"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",LAX,"Los Angeles, CA"
DEN,"Denver, CO",CVG,"Cincinnati, OH"
DEN,"Denver, CO",CPS,"St. Louis, MO"
DEN,"Denver, CO",MKE,"Milwaukee, WI"
DEN,"Denver, CO",DAL,"Dallas, TX"
DEN,"Denver, CO",BKL,"Cleveland, OH"
DEN,"Denver, CO",BNA,"Nashville, TN"
DEN,"Denver, CO",PHX,"Phoenix, AZ"
DEN,"Denver, CO",SFO,"San Francisco, CA"
DEN,"Denver, CO",SNA,"Santa Ana, CA"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",PDX,"Portland, OR"
DEN,"Denver, CO",ANC,"Anchorage, AK"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",PDX,"Portland, OR"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",CLE,"Cleveland, OH"
DEN,"Denver, CO",DTW,"Detroit, MI"
DEN,"Denver, CO",CVG,"Cincinnati, OH"
DEN,"Denver, CO",BUF,"Buffalo, NY"
DEN,"Denver, CO",MIA,"Miami, FL"
DEN,"Denver, CO",ONT,"Ontario, CA"
DEN,"Denver, CO",SAT,"San Antonio, TX"
DEN,"Denver, CO",SMF,"Sacramento, CA"
DEN,"Denver, CO",IAH,"Houston, TX"
DEN,"Denver, CO",CMH,"Columbus, OH"
DEN,"Denver, CO",ELP,"El Paso, TX"
DEN,"Denver, CO",OMA,"Omaha, NE"
DEN,"Denver, CO",TPA,"Tampa, FL"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",LAS,"Las Vegas, NV"
DEN,"Denver, CO",OAK,"Oakland, CA"
DEN,"Denver, CO",SAN,"San Diego, CA"
DEN,"Denver, CO",MDT,"Harrisburg, PA"
DEN,"Denver, CO",JAX,"Jacksonville, FL"
DEN,"Denver, CO",BWI,"Baltimore, MD"
DEN,"Denver, CO",SYR,"Syracuse, NY"
DEN,"Denver, CO",MSP,"Minneapolis, MN"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",PDX,"Portland, OR"
DEN,"Denver, CO",CID,"Cedar Rapids/Iowa City, IA"
DEN,"Denver, CO",GJT,"Grand Junction, CO"
DEN,"Denver, CO",GRB,"Green Bay, WI"
DEN,"Denver, CO",FAR,"Fargo, ND"
DEN,"Denver, CO",MKE,"Milwaukee, WI"
DEN,"Denver, CO",ABQ,"Albuquerque, NM"
DEN,"Denver, CO",MSN,"Madison, WI"
DEN,"Denver, CO",CLT,"Charlotte, NC"
DEN,"Denver, CO",ORF,"Norfolk, VA"
DEN,"Denver, CO",MEM,"Memphis, TN"
DEN,"Denver, CO",IND,"Indianapolis, IN"
DEN,"Denver, CO",RDU,"Raleigh/Durham, NC"
DEN,"Denver, CO",PVD,"Providence, RI"
DEN,"Denver, CO",MSY,"New Orleans, LA"
DEN,"Denver, CO",PIT,"Pittsburgh, PA"
DEN,"Denver, CO",DFW,"Dallas/Fort Worth, TX"
DEN,"Denver, CO",BDL,"Hartford, CT"
DEN,"Denver, CO",BNA,"Nashville, TN"
DEN,"Denver, CO",BKG,"Branson, MO"
DEN,"Denver, CO",ATL,"Atlanta, GA"
DEN,"Denver, CO",PHX,"Phoenix, AZ"
DEN,"Denver, CO",SFO,"San Francisco, CA"
DEN,"Denver, CO",AUS,"Austin, TX"
DEN,"Denver, CO",MDW,"Chicago, IL"
DEN,"Denver, CO",SNA,"Santa Ana, CA"
DEN,"Denver, CO",MCI,"Kansas City, MO"
DEN,"Denver, CO",DCA,"Washington, DC"
DEN,"Denver, CO",RSW,"Fort Myers, FL"
DEN,"Denver, CO",PNS,"Pensacola, FL"
DEN,"Denver, CO",MCO,"Orlando, FL"
DEN,"Denver, CO",BTV,"Burlington, VT"
DEN,"Denver, CO",SDF,"Louisville, KY"
DEN,"Denver, CO",FSD,"Sioux Falls, SD"
DEN,"Denver, CO",DSM,"Des Moines, IA"
DEN,"Denver, CO",GRR,"Grand Rapids, MI"
DEN,"Denver, CO",OKC,"Oklahoma City, OK"
DEN,"Denver, CO",XNA,"Fayetteville, AR"
DEN,"Denver, CO",LIT,"Little Rock, AR"
DEN,"Denver, CO",ALB,"Albany, NY"
DEN,"Denver, CO",BIS,"Bismarck/Mandan, ND"
DEN,"Denver, CO",BMI,"Bloomington/Normal, IL"
DEN,"Denver, CO",HSV,"Huntsville, AL"
DEN,"Denver, CO",CLE,"Cleveland, OH"
DEN,"Denver, CO",DTW,"Detroit, MI"
DEN,"Denver, CO",MIA,"Miami, FL"
DEN,"Denver, CO",STL,"St. Louis, MO"
DEN,"Denver, CO",ONT,"Ontario, CA"
DEN,"Denver, CO",TYS,"Knoxville, TN"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",LAS,"Las Vegas, NV"
DEN,"Denver, CO",SAN,"San Diego, CA"
DEN,"Denver, CO",MSP,"Minneapolis, MN"
DEN,"Denver, CO",IND,"Indianapolis, IN"
DEN,"Denver, CO",PHL,"Philadelphia, PA"
DEN,"Denver, CO",DFW,"Dallas/Fort Worth, TX"
DEN,"Denver, CO",BNA,"Nashville, TN"
DEN,"Denver, CO",PHX,"Phoenix, AZ"
DEN,"Denver, CO",SFO,"San Francisco, CA"
DEN,"Denver, CO",AUS,"Austin, TX"
DEN,"Denver, CO",MCO,"Orlando, FL"
DEN,"Denver, CO",GRR,"Grand Rapids, MI"
DEN,"Denver, CO",HSV,"Huntsville, AL"
DEN,"Denver, CO",CLE,"Cleveland, OH"
DEN,"Denver, CO",DTW,"Detroit, MI"
DEN,"Denver, CO",CVG,"Cincinnati, OH"
DEN,"Denver, CO",BUF,"Buffalo, NY"
DEN,"Denver, CO",MIA,"Miami, FL"
DEN,"Denver, CO",STL,"St. Louis, MO"
DEN,"Denver, CO",ONT,"Ontario, CA"
DEN,"Denver, CO",SAT,"San Antonio, TX"
DEN,"Denver, CO",SMF,"Sacramento, CA"
DEN,"Denver, CO",TYS,"Knoxville, TN"
DEN,"Denver, CO",IAH,"Houston, TX"
DEN,"Denver, CO",CMH,"Columbus, OH"
DEN,"Denver, CO",ELP,"El Paso, TX"
DEN,"Denver, CO",OMA,"Omaha, NE"
DEN,"Denver, CO",TPA,"Tampa, FL"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",LAS,"Las Vegas, NV"
DEN,"Denver, CO",OAK,"Oakland, CA"
DEN,"Denver, CO",SAN,"San Diego, CA"
DEN,"Denver, CO",MDT,"Harrisburg, PA"
DEN,"Denver, CO",JAX,"Jacksonville, FL"
DEN,"Denver, CO",BWI,"Baltimore, MD"
DEN,"Denver, CO",SYR,"Syracuse, NY"
DEN,"Denver, CO",MSP,"Minneapolis, MN"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",PDX,"Portland, OR"
DEN,"Denver, CO",CID,"Cedar Rapids/Iowa City, IA"
DEN,"Denver, CO",GJT,"Grand Junction, CO"
DEN,"Denver, CO",GRB,"Green Bay, WI"
DEN,"Denver, CO",FAR,"Fargo, ND"
DEN,"Denver, CO",MKE,"Milwaukee, WI"
DEN,"Denver, CO",ABQ,"Albuquerque, NM"
DEN,"Denver, CO",MSN,"Madison, WI"
DEN,"Denver, CO",CLT,"Charlotte, NC"
DEN,"Denver, CO",MYR,"Myrtle Beach, SC"
DEN,"Denver, CO",ORF,"Norfolk, VA"
DEN,"Denver, CO",MEM,"Memphis, TN"
DEN,"Denver, CO",IND,"Indianapolis, IN"
DEN,"Denver, CO",RDU,"Raleigh/Durham, NC"
DEN,"Denver, CO",PHL,"Philadelphia, PA"
DEN,"Denver, CO",PVD,"Providence, RI"
DEN,"Denver, CO",MSY,"New Orleans, LA"
DEN,"Denver, CO",PIT,"Pittsburgh, PA"
DEN,"Denver, CO",DFW,"Dallas/Fort Worth, TX"
DEN,"Denver, CO",BDL,"Hartford, CT"
DEN,"Denver, CO",BNA,"Nashville, TN"
DEN,"Denver, CO",BKG,"Branson, MO"
DEN,"Denver, CO",ATL,"Atlanta, GA"
DEN,"Denver, CO",PHX,"Phoenix, AZ"
DEN,"Denver, CO",SFO,"San Francisco, CA"
DEN,"Denver, CO",AUS,"Austin, TX"
DEN,"Denver, CO",MDW,"Chicago, IL"
DEN,"Denver, CO",SNA,"Santa Ana, CA"
DEN,"Denver, CO",MCI,"Kansas City, MO"
DEN,"Denver, CO",DCA,"Washington, DC"
DEN,"Denver, CO",RSW,"Fort Myers, FL"
DEN,"Denver, CO",PNS,"Pensacola, FL"
DEN,"Denver, CO",MCO,"Orlando, FL"
DEN,"Denver, CO",BTV,"Burlington, VT"
DEN,"Denver, CO",ROC,"Rochester, NY"
DEN,"Denver, CO",SDF,"Louisville, KY"
DEN,"Denver, CO",FSD,"Sioux Falls, SD"
DEN,"Denver, CO",DSM,"Des Moines, IA"
DEN,"Denver, CO",GRR,"Grand Rapids, MI"
DEN,"Denver, CO",OKC,"Oklahoma City, OK"
DEN,"Denver, CO",XNA,"Fayetteville, AR"
DEN,"Denver, CO",HRL,"Harlingen/San Benito, TX"
DEN,"Denver, CO",LIT,"Little Rock, AR"
DEN,"Denver, CO",ALB,"Albany, NY"
DEN,"Denver, CO",DRO,"Durango, CO"
DEN,"Denver, CO",BIS,"Bismarck/Mandan, ND"
DEN,"Denver, CO",BMI,"Bloomington/Normal, IL"
DEN,"Denver, CO",HSV,"Huntsville, AL"
DEN,"Denver, CO",PIA,"Peoria, IL"
DEN,"Denver, CO",CVG,"Cincinnati, OH"
DEN,"Denver, CO",AVL,"Asheville, NC"
DEN,"Denver, CO",PIA,"Peoria, IL"
DEN,"Denver, CO",CVG,"Cincinnati, OH"
DEN,"Denver, CO",AVL,"Asheville, NC"
DEN,"Denver, CO",ATW,"Appleton, WI"
DEN,"Denver, CO",CVG,"Cincinnati, OH"
DEN,"Denver, CO",MSP,"Minneapolis, MN"
DEN,"Denver, CO",MKC,"Kansas City, MO"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",BFI,"Seattle, WA"
DEN,"Denver, CO",BWI,"Baltimore, MD"
DEN,"Denver, CO",MSP,"Minneapolis, MN"
DEN,"Denver, CO",IFP,"Bullhead City, AZ"
DEN,"Denver, CO",BNA,"Nashville, TN"
DEN,"Denver, CO",LAX,"Los Angeles, CA"
DEN,"Denver, CO",SJC,"San Jose, CA"
DEN,"Denver, CO",AUS,"Austin, TX"
DEN,"Denver, CO",CDR,"Chadron, NE"
